#Year	1	2	3	4	5	6	7	8	9	10	11	12
1994	4	2	2	0	0	0	0	0	0	0	0	0
1995	9	6	0	0	0	0	0	0	0	0	0	2
1996	0	11	2	2	0	0	0	0	0	0	0	0
1997	6	1	0	0	0	0	0	0	0	0	0	0
1998	7	4	0	0	0	0	0	0	0	0	0	0
1999	4	0	0	0	0	0	0	0	0	0	0	7
2000	8	7	1	0	0	0	0	0	0	0	0	1
2001	3	1	0	0	0	0	0	0	0	0	0	3
2002	5	1	0	0	0	0	0	0	0	0	0	5
2003	5	0	1	0	0	0	0	0	0	0	0	2
2004	9	8	0	0	0	0	0	0	0	0	0	4
2005	6	7	7	0	0	0	0	0	0	0	0	7
2006	8	1	4	0	0	0	0	0	0	0	0	1
2007	7	0	1	0	0	0	0	0	0	0	0	1
2008	13	18	0	0	0	0	0	0	0	0	0	1
2009	13	0	0	0	0	0	0	0	0	0	3	6
2010	4	8	2	0	0	0	0	0	0	0	0	7
2011	14	5	0	0	0	0	0	0	0	0	0	6
2012	8	7	2	0	0	0	0	0	0	0	0	4
2013	3	1	0	0	0	0	0	0	0	0	0	10
2014	6	9	0	0	0	0	0	0	0	0	0	6
2015	4	1	0	0	0	0	0	0	0	0	0	2
2016	7	10	3	0	0	0	0	0	0	0	0	1
2017	0	6	0	0	0	0	0	0	0	0	0	3
2018	9	9	1	0	0	0	0	0	0	0	0	2
2019	1	0	0	0	0	0	0	0	0	0	0	0
2020	5	3	0	0	0	0	0	0	0	0	0	3
